Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR27009,Richard Torres,40,Female,4576,3/12/2016,Todd Roberts,American,Senior Quality Engineer,Nicholas Morrison,Mid,Jade,Commercial,"67,402.74","2,197.44",3,"1,495.84","127,332.40","429,040.50","256,438.00","146,761.44","27,940.26","599,202.96",3,1
PKR29085,Earl Ramos,48,Male,42806,7/4/1995,Victor Martinez,Australian,Account Representative III,Kevin Kim,Low,Jade,Private Bank,"50,226.88","18,022.25",1,"2,153.36","371,797.72","33,293.55","26,560.02","6,943.01","13,309.28","239,669.66",3,1
PKR62329,Harry Walker,83,Male,13931,9/21/1996,Bruce Butler,Australian,Administrative Assistant II,Victor Gutierrez,High,Jade,Institutional,"33,952.28","7,396.32",2,"3,527.35","284,148.91","447,927.90","212,624.00","65,913.44","40,683.70","678,764.21",2,1
PKR35485,Christopher Webb,17,Male,24720,10/3/2016,Joe Price,European,Software Test Engineer IV,Jeremy Porter,Low,Jade,Private Bank,"284,819.62","39,901.68",1,"3,858.70","476,516.68","885,748.27","757,688.28","213,540.03","10,419.75","450,288.01",1,2
PKR23071,Louise Hunt,58,Male,21987,11/19/2006,Jonathan Hawkins,Asian,Physical Therapy Assistant,Jeremy Porter,Low,Silver,Institutional,"236,893.51","30,897.72",1,827.30,"842,966.36","491,151.70","528,454.36","55,021.42","2,354.33","1,135,129.37",0,2
PKR49461,Joan Allen,42,Female,14470,12/13/2013,Roy Rice,European,Web Developer I,Daniel Carroll,Mid,Gold,Private Bank,"223,656.45","30,746.24",3,"1,089.96","486,874.06","42,186.43","45,516.93","8,193.05","13,025.49","971,928.25",2,2
PKR84835,Margaret Grant,43,Female,38087,1/16/2004,Phillip Peters,Asian,Statistician III,Victor Gutierrez,Mid,Silver,Institutional,"233,880.87","5,531.35",1,"10,937.15","729,742.35","1,146,381.81","335,526.38","668,070.31","87,161.11","439,707.05",0,4
PKR88751,Lois Oliver,54,Male,15538,1/3/2005,Joshua Ryan,European,Tax Accountant,Victor Rogers,Mid,Gold,Commercial,"325,866.66","6,405.63",2,"6,912.26","136,488.84","600,544.06","233,544.91","374,116.71","35,695.60","948,872.23",0,3
PKR47511,Johnny Patterson,76,Female,624,5/9/2018,Shawn Wallace,American,Human Resources Assistant II,Jeremy Porter,Low,Silver,Retail,"94,314.48","15,868.80",1,"8,565.48","1,459,532.03","3,760,505.45","1,867,963.49","471,906.57","77,808.76","951,559.94",3,5
PKR57469,Jennifer Oliver,32,Male,19273,1/14/2003,Chris Armstrong,Australian,Chemical Engineer,Victor Dean,Low,Silver,Commercial,"274,475.79","56,993.09",1,"1,837.22","720,813.94","1,218,779.87","511,887.55","629,134.17","4,208.05","566,092.45",0,3
PKR13603,Annie Grant,22,Female,38893,6/18/2000,Joshua Ryan,European,Senior Editor,Victor Gutierrez,Mid,Jade,Retail,"381,103.30","22,245.55",1,"4,636.72","573,978.50","592,604.24","311,896.97","103,965.66","2,487.80","2,167,704.06",0,4
PKR28663,Roy Ortiz,75,Female,21687,11/17/1994,Paul Holmes,European,Analog Circuit Design manager,Sean Vasquez,High,Jade,Retail,"185,228.22","19,918.60",2,"1,959.95","163,347.16","469,912.37","138,209.52","265,362.28","36,333.33","946,593.28",3,2
PKR21547,Mark Owens,83,Male,10691,11/6/2008,Stephen Payne,Asian,Office Assistant II,Daniel Carroll,High,Gold,Institutional,"210,650.82","28,919.28",1,"4,093.55","707,178.12","30,355.17","17,597.20","15,045.61","4,661.89","699,099.20",1,3
PKR76281,Rebecca Cunningham,24,Female,1111,1/30/1994,Benjamin Kim,American,Recruiter,Victor Dean,Mid,Platinum,Retail,"72,484.30","14,037.84",3,"1,117.01","353,225.87","160,468.52","187,666.57","88,529.66","11,943.68","81,281.23",2,1
PKR68811,Walter Carr,26,Male,24736,11/27/2009,Anthony Simpson,European,Safety Technician III,Nicholas Morrison,Mid,Jade,Retail,"264,913.69","52,901.25",1,"4,641.00","208,822.95","1,447,898.55","630,870.08","395,276.30","31,956.75","1,421,316.75",2,3
PKR74692,Anne Hunter,70,Male,20712,4/26/1998,Keith Griffin,European,Developer II,Steve Sanchez,High,Platinum,Retail,"345,819.23","24,722.72",1,"2,177.56","286,200.71","1,312,115.54","493,667.23","837,675.35","53,240.01","1,279,233.84",2,4
PKR57450,Jennifer Alvarez,29,Female,24683,5/20/2019,Anthony Torres,European,General Manager,Steve Sanchez,Mid,Silver,Private Bank,"168,308.61","12,991.26",2,"2,541.18","126,578.89","105,527.85","28,492.52","68,561.44","25,353.58","785,860.94",1,1
PKR80645,Judith Mason,66,Female,23525,1/30/2016,Ernest Rivera,Asian,Occupational Therapist,Ryan Taylor,High,Platinum,Institutional,"95,699.35","29,523.37",3,"3,145.64","113,185.12","68,399.89","31,090.86","50,833.55","15,264.66","938,632.93",0,2
PKR91185,Wanda Patterson,72,Female,35391,8/4/2008,Mark Montgomery,Asian,Research Assistant I,Sean Vasquez,High,Silver,Institutional,"390,347.05","32,717.64",2,655.56,"798,844.10","272,225.32","292,023.52","239,459.29","26,341.15","759,225.36",3,5
PKR97947,Gary Lopez,57,Female,26115,5/19/2006,Bruce Porter,American,Accounting Assistant IV,Victor Dean,Mid,Gold,Retail,"142,392.94","45,693.12",1,"6,610.96","1,055,434.98","1,200,953.26","206,533.36","692,422.22","8,896.81","2,623,231.49",1,2
PKR88225,Cheryl Fox,54,Female,37327,1/3/2017,Jerry Green,American,Automation Specialist I,Sean Vasquez,Low,Silver,Retail,"379,053.54","45,646.51",1,"3,644.96","1,787,687.81","97,304.56","59,228.87","29,191.37","19,720.25","731,342.34",3,4
PKR58373,Charles Green,52,Female,39984,4/6/2019,Donald Reynolds,Australian,Assistant Professor,Carl Anderson,High,Gold,Institutional,"47,929.95","17,458.89",3,430.03,"431,728.82","27,367.89","27,025.79","6,393.82","5,921.00","385,784.09",0,1
PKR57160,Anne Garrett,82,Female,7159,9/17/2017,Benjamin Kim,European,Operator,Nicholas Ward,Mid,Jade,Institutional,"264,217.61","31,962.48",3,"6,889.08","531,769.66","914,049.58","582,482.57","276,007.13","76,682.87","227,082.93",3,4
PKR87140,Ernest Smith,70,Female,14848,11/9/2011,Jeremy Vasquez,Asian,Paralegal,Jack Phillips,High,Gold,Retail,"183,031.56","35,955.00",1,"7,551.25","534,932.29","1,058,173.90","997,359.31","249,583.09","53,740.42","1,468,926.01",0,4
PKR43888,Michael Peters,39,Female,22898,3/27/2018,Todd Roberts,American,Marketing Manager,Victor Rogers,High,Gold,Retail,"58,847.05","1,731.01",1,"3,625.72","327,630.00","640,243.86","322,360.54","96,529.07","15,337.68","475,510.78",0,1
PKR93701,Jason Bradley,35,Male,21954,10/19/1996,Joe Price,American,Design Engineer,Carl Anderson,Mid,Jade,Retail,"305,474.84","55,916.76",2,"2,999.95","1,345,293.00","269,723.70","170,684.53","48,044.53","57,586.11","1,431,928.00",3,2
PKR91174,Craig Hall,60,Male,39193,8/15/2011,Phillip Peters,European,Senior Quality Engineer,Ernest Knight,High,Silver,Institutional,"307,944.31","14,357.46",2,"4,015.03","1,321,538.58","806,858.37","256,232.05","340,952.18","104,038.92","293,342.93",2,3
PKR24235,Joseph Fuller,31,Male,39125,5/27/2011,Benjamin Kim,Asian,Internal Auditor,Eric Shaw,Mid,Platinum,Institutional,"210,111.51","37,398.00",1,"2,337.17",0.00,"81,827.20","65,013.39","28,247.20",447.96,"1,162,832.42",3,5
PKR49606,Roger Myers,73,Female,33471,8/17/2000,Anthony Berry,American,Budget/Accounting Analyst III,Lawrence Sanchez,Mid,Jade,Retail,"72,711.11","13,876.45",1,"1,623.58","282,070.49","221,793.11","89,432.71","220,004.46","14,378.82","581,719.41",3,1
PKR35234,Anne Phillips,62,Male,11082,1/14/2004,Adam Hernandez,European,Nuclear Power Engineer,Steve Sanchez,Low,Jade,Private Bank,"153,294.08","47,332.48",1,"3,531.65","1,032,232.17","396,539.89","178,831.71","144,853.69","7,394.92","638,836.61",1,2
PKR62564,Marie Hart,20,Female,20106,10/30/1996,Keith Griffin,African,Recruiting Manager,Jeremy Porter,Low,Jade,Institutional,"365,561.24","37,850.85",1,"2,684.87","349,750.23","54,859.24","25,252.67","57,497.71","35,152.90","1,162,829.24",1,5
PKR44323,Deborah Freeman,43,Male,2118,7/7/2014,Paul Larson,American,Programmer II,Nicholas Ward,Mid,Jade,Private Bank,"278,325.13","31,407.42",3,309.10,"499,815.56","334,392.32","364,337.90","103,761.44","4,084.60","486,852.47",0,2
PKR33515,Thomas Dean,40,Male,4440,7/27/2012,Bruce Porter,American,Administrative Officer,Eric Shaw,High,Jade,Retail,"64,687.90","26,213.12",2,"4,105.25","790,835.81","444,066.54","228,377.08","132,289.54","10,837.34","1,010,949.41",2,2
PKR60299,Eric Hanson,40,Male,8737,3/15/1993,Nicholas Cunningham,American,Programmer Analyst I,Steve Sanchez,High,Silver,Private Bank,"49,767.51","18,779.10",1,"1,961.30","168,992.50","219,769.86","88,217.48","60,560.52","4,503.67","279,498.60",3,1
PKR78861,Gregory Torres,61,Female,2715,11/11/2015,Anthony Berry,African,Nuclear Power Engineer,Ryan Taylor,High,Jade,Institutional,"96,837.00","22,583.88",1,"1,942.20","638,341.65","636,611.63","417,617.23","98,089.12","31,928.85","557,118.90",3,1
PKR92647,Samuel Cunningham,17,Male,8305,8/31/2004,Chris Armstrong,European,Software Test Engineer I,Joe Carroll,High,Jade,Institutional,"112,505.67","11,242.80",2,711.99,"223,278.61","1,109,608.79","287,676.35","635,764.74","29,880.74","86,444.33",3,1
PKR56044,Ronald Fisher,49,Male,4567,7/8/2016,Anthony Torres,Asian,Internal Auditor,Peter Castillo,High,Silver,Retail,"432,010.28","23,347.32",1,"2,651.85","863,853.28","251,496.87","246,924.20","182,998.27","43,754.04","589,717.28",3,4
PKR36801,Billy Hamilton,19,Female,6503,4/17/2010,Anthony Torres,European,Human Resources Assistant I,Victor Rogers,Low,Jade,Retail,"113,684.56","5,710.40",1,"1,165.51","412,964.80","111,178.81","53,365.83","67,359.54","20,072.40","159,087.32",3,1
PKR38949,Michael Carpenter,50,Female,25819,12/6/1993,Douglas Tucker,American,Graphic Designer,Eric Shaw,Mid,Gold,Institutional,"69,433.57","29,961.25",1,"5,019.15","1,145,286.56","985,148.61","271,765.13","415,800.66","36,300.29","296,777.18",1,2
PKR40740,Kenneth Alvarez,80,Female,30741,8/10/2016,Anthony Berry,African,Data Coordiator,Steve Sanchez,Mid,Jade,Retail,"129,996.19","7,533.34",1,"1,028.05","447,947.22","1,013,124.65","312,220.80","240,473.74","55,125.97","983,046.29",3,1
PKR48919,Roy Hudson,62,Female,19815,6/9/2012,Shawn Cook,American,Office Assistant IV,Joe Carroll,High,Jade,Retail,"100,901.30","21,168.00",2,"3,312.76","50,876.78","505,043.45","271,089.50","81,215.44","5,030.64","871,845.41",2,2
PKR43851,Mark Lawrence,20,Male,27518,2/19/2016,Joshua Ryan,European,Mechanical Systems Engineer,Ryan Taylor,High,Jade,Institutional,"167,943.88","14,054.01",1,"2,149.58","665,637.27","153,113.14","137,579.92","64,928.85","33,865.28","287,653.77",2,2
PKR82642,Teresa Graham,84,Female,33556,6/8/2002,Patrick Graham,European,Biostatistician IV,Lawrence Sanchez,Low,Platinum,Retail,"131,150.24","13,680.75",1,"3,437.66","298,772.43","647,719.46","155,009.78","438,456.25","33,521.18","584,749.20",0,1
PKR86812,Ryan Carr,19,Female,22873,10/31/2001,Anthony Torres,Australian,VP Marketing,Jack Phillips,High,Silver,Institutional,"366,034.24","17,474.68",1,"3,038.10","559,075.84","1,532,568.00","411,176.78","951,687.35","85,826.79","1,019,083.44",2,3
PKR13296,John Powell,76,Female,8236,1/20/2004,Roy Rice,European,Assistant Manager,Victor Rogers,High,Platinum,Institutional,"128,380.31","39,652.86",1,"9,587.91","2,015,150.96","570,860.32","123,126.74","124,992.29","117,978.06","2,411,017.44",2,4
PKR39713,Samuel Thompson,17,Male,5174,12/5/2014,Jeremy Vasquez,African,Administrative Assistant II,Sean Vasquez,High,Jade,Institutional,"402,930.83","9,845.77",1,"2,162.17","395,885.87","1,070,724.13","313,136.30","508,795.98","36,525.71","2,100,375.89",0,3
PKR12660,Gregory Reed,61,Male,22456,12/26/2009,James Castillo,European,Software Engineer I,Peter Castillo,High,Jade,Institutional,"480,745.86","69,602.45",2,"3,950.53","270,004.92","1,112,801.54","381,237.56","324,567.12","49,397.03","2,296,981.56",1,4
PKR41076,Justin Rice,69,Male,41191,7/20/2001,Joshua Ryan,European,Research Nurse,Joe Carroll,High,Silver,Private Bank,"113,169.48","26,216.72",1,"2,889.41","163,914.44","545,505.68","199,432.18","286,478.47","16,409.78","417,685.79",0,1
PKR64863,Steven Hall,64,Female,9072,4/12/1999,Anthony Simpson,Asian,Speech Pathologist,Juan Ramirez,High,Jade,Retail,"282,986.86","4,808.73",1,"2,710.46","672,434.41","1,503,762.65","404,859.17","989,013.13","34,105.44","2,005,275.83",0,3
PKR76341,Philip Bryant,63,Male,19617,4/19/1998,Jeremy Vasquez,American,Human Resources Manager,Fred Bryant,High,Gold,Retail,"79,064.70","40,560.00",3,"1,989.26","440,512.80","478,134.75","221,991.13","125,510.37","74,812.92","1,740,979.24",3,2
PKR50293,Daniel Martin,42,Male,25853,8/1/1995,Anthony Torres,Asian,Database Administrator III,Victor Rogers,High,Jade,Retail,"217,152.92","40,432.60",1,"3,213.60","442,208.52","2,150,327.79","1,075,163.90","293,878.13","60,584.16","1,148,607.72",1,2
PKR32223,Maria GoPKRales,56,Female,31771,6/26/1998,Joshua Little,Asian,Information Systems Manager,Juan Ramirez,High,Gold,Institutional,"205,230.68","9,475.87",1,"2,756.14","214,775.49","129,367.97","69,069.34","27,178.24","25,903.44","1,123,659.93",2,2
PKR63518,Andrew Gray,56,Male,2484,6/24/2017,Steve Diaz,European,Assistant Professor,Joe Carroll,Mid,Silver,Private Bank,"141,076.93","23,841.48",1,"7,681.52","286,219.49","1,419,823.59","691,708.93","205,328.33","44,834.45","288,474.22",2,2
PKR98503,Jack Griffin,40,Male,24653,7/8/2005,Jerry Green,American,Editor,Gregory Boyd,High,Silver,Retail,"89,051.64","4,331.32",2,502.50,"234,064.86","130,298.13","163,859.77","41,616.43","15,004.14","312,536.73",1,1
PKR38742,Juan Evans,66,Male,22405,12/10/2013,Bruce Butler,European,Database Administrator IV,Jeremy Porter,High,Jade,Private Bank,"36,306.25","5,281.50",2,"2,902.89","509,390.40","367,935.51","96,305.27","108,454.55","7,863.48","428,419.33",0,1
PKR98838,Ryan Mason,72,Male,17986,3/6/1994,Patrick Graham,American,Recruiter,Kevin Kim,Low,Jade,Private Bank,"131,060.16","27,387.80",1,"1,647.92","1,230,159.76","1,476,110.50","651,789.05","380,338.08","6,394.51","377,511.97",2,2
PKR52011,Nicholas Chavez,39,Male,40336,3/29/1994,Adam Hernandez,European,Research Associate,Juan Ramirez,Mid,Silver,Institutional,"347,873.76","8,150.87",1,789.48,"583,355.94","474,517.29","391,992.54","103,981.18","17,619.71","1,118,741.15",3,4
PKR27143,Harry Watson,24,Female,19193,3/24/1999,Todd Roberts,European,Clinical Specialist,Lawrence Sanchez,Mid,Jade,Private Bank,"53,882.64","4,068.80",3,"3,158.74","378,781.62","1,654,622.91","596,920.92","279,191.43","16,909.16","760,984.25",0,1
PKR67603,Christine Bell,60,Male,28928,5/13/1994,Joshua Ryan,European,Cost Accountant,Victor Rogers,High,Jade,Commercial,"231,058.46","15,558.48",2,"1,811.87","852,715.89","564,498.46","204,180.30","384,459.49","37,945.02","1,037,021.16",2,2
PKR65057,Anthony Murray,66,Male,38833,2/15/2011,Anthony Simpson,European,Statistician IV,Joe Carroll,Mid,Silver,Private Bank,"335,256.24","59,449.08",1,"8,125.45","1,617,781.81","1,512,888.59","564,331.46","604,555.08","51,312.87","2,094,410.19",1,3
PKR16812,Larry Hamilton,78,Female,40868,8/10/1993,James Castillo,European,Account Representative II,Peter Castillo,High,Jade,Retail,"151,559.32","17,095.08",2,"3,992.64","342,906.43","529,821.65","384,472.35","44,730.08","45,363.62","989,413.39",0,1
PKR39500,Nicholas Griffin,64,Male,12695,12/23/1993,Phillip Peters,Asian,Computer Systems Analyst II,Gregory Boyd,Mid,Jade,Retail,"44,123.98","8,392.63",1,651.40,"450,969.08","380,147.71","161,149.57","183,999.76","26,413.51","487,106.77",3,1
PKR69752,Jeremy Bryant,34,Female,30600,1/17/2011,Jerry Green,Australian,Programmer Analyst I,Daniel Carroll,Mid,Gold,Institutional,"91,594.72","27,913.60",1,"4,577.20","1,003,171.83","809,741.08","327,010.82","447,070.51","64,132.12","1,723,533.66",2,2
PKR50261,Chris Reyes,79,Male,11378,6/1/1992,Joshua Little,European,Sales Associate,Daniel Carroll,High,Jade,Retail,"196,645.50","37,964.50",2,"3,375.24","1,206,252.96","648,147.54","265,151.26","185,213.07","7,167.60","1,549,559.88",2,2
PKR20655,Victor Jenkins,43,Male,27906,3/13/2017,Bruce Butler,Asian,Paralegal,Victor Dean,Low,Jade,Private Bank,"361,257.67","51,674.68",1,"8,534.37","704,827.56","298,804.88","113,256.69","72,797.54","57,647.55","1,009,649.66",0,3
PKR84018,Lois Griffin,41,Female,1446,4/19/2000,Dennis Morris,Asian,Geologist II,Juan Ramirez,Mid,Gold,Institutional,"21,741.38","6,296.72",1,"2,407.21","327,242.89","136,512.06","106,176.05","22,650.89","3,584.37","482,143.47",2,1
PKR52284,Emily Bryant,26,Male,8748,8/17/2013,Roy Rice,European,Human Resources Assistant IV,Kevin Kim,High,Jade,Retail,"285,493.07","47,536.45",1,741.33,"395,561.73","199,546.75","171,610.21","191,085.97","14,546.68","495,808.95",2,2
PKR38633,Jimmy Harper,71,Male,37727,11/11/2008,George Lewis,Australian,Nuclear Power Engineer,Kevin Kim,Mid,Silver,Retail,"264,059.28","33,093.98",1,327.78,"315,540.10","1,114,277.64","283,136.12","453,748.47","22,427.82","1,278,613.86",3,2
PKR94590,Howard Hunt,37,Female,33958,6/16/2011,Mark Montgomery,Asian,Biostatistician II,Steve Sanchez,High,Jade,Institutional,"126,030.66","32,997.50",1,233.03,"832,160.64","296,880.20","134,398.47","80,097.48","55,982.76","1,788,185.99",0,2
PKR29286,Carolyn Martinez,24,Female,42424,11/27/2002,Jeremy Vasquez,European,Statistician IV,Lawrence Sanchez,High,Jade,Institutional,"15,919.48","4,138.29",1,"1,165.88","345,276.76","274,261.19","188,155.93","83,681.55","1,983.92","303,565.97",2,1
PKR86944,Ann White,59,Male,22837,11/3/2001,Shawn Wallace,Asian,Staff Scientist,Victor Rogers,High,Jade,Private Bank,"204,822.53","31,427.04",1,"3,446.88","717,965.28","154,796.16","125,384.89","33,528.85","13,876.32","1,058,494.08",0,2
PKR82767,Daniel Gomez,51,Male,28929,4/19/2008,Bruce Butler,Asian,Accounting Assistant I,Eugene Cunningham,High,Jade,Private Bank,"361,269.30","7,619.40",3,"3,861.98","272,547.83","2,720,079.90","598,417.58","1,348,615.61","90,197.33","301,316.93",0,4
PKR64440,Carlos Romero,24,Female,14155,5/29/2018,Joshua Bennett,American,Staff Accountant III,Nicholas Ward,High,Silver,Retail,"253,010.88","47,710.20",1,"1,862.35","484,643.74","419,094.98","120,295.78","254,367.37","37,599.55","1,506,211.20",0,2
PKR97211,Johnny Fields,26,Female,34418,5/31/2000,Shawn Long,European,Software Test Engineer II,Sean Vasquez,High,Gold,Institutional,"290,646.58","44,449.14",2,"5,444.05","1,028,198.96","267,004.59","81,951.90","224,363.16","8,894.54","162,684.77",1,2
PKR60063,Jessica Ruiz,43,Female,43096,9/13/2015,Shawn Cook,European,Accountant IV,Carl Anderson,High,Jade,Retail,"86,331.99","9,527.85",1,"1,690.21","196,482.65","46,348.64","30,457.68","32,536.74","2,377.89","204,841.49",1,1
PKR91861,Frank Adams,79,Female,33641,1/22/2009,Phillip Peters,Asian,Accountant IV,Steve Sanchez,Low,Jade,Institutional,"70,220.07","44,668.12",3,"3,029.08","662,458.18","667,288.87","172,780.15","499,155.90","42,742.38","1,113,544.32",1,2
PKR98755,Joan Miller,84,Female,31245,4/8/2005,Chris Armstrong,European,Web Developer I,Steve Sanchez,High,Gold,Retail,"92,465.88","29,491.80",1,26.57,"66,963.48","361,818.94","371,340.50","129,873.96","23,968.96","379,833.80",1,1
PKR93695,William Long,53,Male,30425,3/28/1997,Steve Diaz,Asian,Staff Accountant II,Daniel Carroll,Low,Platinum,Institutional,"87,221.55","2,728.20",2,802.95,"438,262.83","394,022.59","141,253.38","276,559.25","8,450.85","142,895.84",2,1
PKR56540,Chris Ortiz,50,Female,10826,11/5/1995,Ernest Rivera,European,Administrative Assistant IV,Eugene Cunningham,High,Jade,Retail,"191,245.96","16,513.92",1,"5,238.04","793,387.37","1,052,777.80","614,120.39","161,425.93","8,925.07","810,082.34",0,2
PKR79052,Aaron Cook,85,Female,13821,8/11/1999,Bobby Burton,American,Research Assistant II,Daniel Carroll,High,Jade,Commercial,"33,307.93","19,066.56",2,513.92,"178,106.90","49,529.08","29,717.45","64,558.90","7,586.83","52,604.64",1,1
PKR54277,Victor Gardner,69,Male,17741,7/9/2001,Adam Hernandez,American,Geologist IV,Nicholas Ward,High,Jade,Retail,"161,586.76","7,485.06",1,"5,252.74","242,336.75","173,003.70","57,667.90","84,444.51","16,147.24","468,874.99",3,2
PKR60443,Linda Brooks,33,Female,40454,4/21/2002,Dennis Morris,European,Account Representative III,Ryan Taylor,Mid,Silver,Institutional,"119,834.04","25,225.64",1,"3,593.70","591,959.93","743,986.89","631,261.61","109,418.68","21,892.38","449,730.43",1,2
PKR66045,Helen Meyer,43,Male,39663,1/16/2006,Douglas Tucker,American,Nuclear Power Engineer,Lawrence Sanchez,High,Jade,Retail,"89,484.82","52,357.66",1,"2,669.50","1,386,918.08","1,020,703.06","658,210.38","283,889.00","59,460.56","2,188,771.16",3,4
PKR80791,Paula Ross,46,Male,21598,1/3/2009,Joshua Ryan,Asian,Account Representative IV,Victor Rogers,Mid,Gold,Commercial,"165,293.45","6,190.38",2,"2,340.37","564,777.49","421,648.80","318,939.47","241,583.14","8,953.64","496,335.29",0,1
PKR67613,Jimmy Ramos,39,Female,25973,11/4/1996,Victor Ramos,European,Budget/Accounting Analyst III,Victor Dean,High,Silver,Private Bank,"80,619.06","16,862.25",1,"1,269.90","228,549.94","390,933.73","113,080.01","203,705.55","20,682.53","348,280.65",0,1
PKR74089,Carolyn Wilson,35,Male,18650,4/6/2007,Mark Montgomery,Asian,Registered Nurse,Steve Sanchez,High,Silver,Retail,"74,979.15","53,063.40",1,377.66,"737,955.13","477,508.08","349,802.43","211,602.71","22,143.11","1,252,487.57",2,3
PKR60913,Eric Taylor,43,Male,20508,11/16/1997,Benjamin Kim,European,Safety Technician IV,Steve Sanchez,High,Gold,Institutional,"146,047.74","18,441.80",3,"5,151.74","911,441.23","175,550.17","65,831.31","74,023.65","37,367.62","198,312.82",2,2
PKR98087,Eugene Castillo,40,Male,40024,11/22/1992,Keith Griffin,Asian,Community Outreach Specialist,Victor Dean,High,Jade,Retail,"105,795.48","4,258.65",1,"2,754.12","482,446.35","182,978.34","47,677.45","100,663.86","18,410.75","1,015,116.24",1,1
PKR31887,Ernest Oliver,17,Female,11917,11/21/2009,Joe Hanson,Australian,Data Coordiator,Steve Sanchez,High,Platinum,Retail,"173,201.42","11,750.20",3,832.69,"77,485.32","910,625.50","282,607.91","504,298.12","20,404.48","636,534.96",2,3
PKR67190,Kevin Ward,26,Male,34738,11/18/1998,Anthony Simpson,Asian,Biostatistician IV,Gregory Boyd,Mid,Gold,Retail,"64,025.91","11,174.24",3,"1,681.68","248,474.40","269,465.47","293,648.27","50,265.67","11,272.06","398,887.63",0,2
PKR95893,Catherine Edwards,36,Female,17953,7/30/2019,Steve Diaz,European,Financial Advisor,Ryan Taylor,Mid,Gold,Private Bank,"236,680.12","26,152.72",1,739.02,"648,040.93","60,731.76","61,695.76","42,338.72","25,412.03","1,269,826.03",2,4
PKR59612,Thomas Robertson,50,Male,8143,8/5/1999,Frank Brown,American,Help Desk Operator,Victor Gutierrez,Low,Jade,Private Bank,"169,087.17","46,738.20",3,"1,438.04","1,324,814.92","922,185.42","298,549.24","328,404.16","50,216.03","749,636.02",0,2
PKR57231,Adam Spencer,46,Male,20195,11/10/1999,Steve Diaz,European,Research Assistant III,Peter Castillo,High,Jade,Institutional,"311,847.87","10,870.86",1,"4,108.37","1,132,511.02","324,404.48","251,504.60","99,435.44","64,098.16","1,324,815.11",2,3
PKR20899,Stephen Schmidt,55,Female,22619,8/7/2005,Samuel Fowler,European,Geologist IV,Jeremy Porter,Low,Gold,Retail,"47,981.48","11,337.46",1,"2,650.17","270,267.21","1,084,086.70","703,705.40","140,931.27","15,656.93","586,768.09",2,2
PKR79950,Paula Spencer,29,Female,27002,5/21/1994,Joshua Bennett,American,Senior Cost Accountant,Daniel Carroll,Mid,Jade,Private Bank,"140,614.48","18,945.08",1,"4,566.36","629,518.29","329,466.05","287,226.81","145,978.80","23,365.74","674,003.53",0,3
PKR69031,Betty Ray,50,Female,30391,2/13/2015,Victor Martinez,European,Professor,Kevin Kim,High,Jade,Private Bank,"225,930.71","25,768.05",1,"4,142.61","552,212.20","474,054.31","368,148.56","134,802.89","17,859.20","596,107.50",1,2
PKR78617,Howard Jordan,50,Female,32959,8/8/2003,Douglas Tucker,American,Accountant I,Nicholas Morrison,Low,Jade,Retail,"348,711.69","10,768.48",2,"4,303.04","1,852,223.05","1,453,804.31","628,672.14","378,382.04","92,880.63","2,806,941.74",0,3
PKR92044,Brian Flores,46,Male,16867,3/28/2014,Paul Holmes,Asian,GIS Technical Architect,Juan Ramirez,Mid,Silver,Retail,"291,586.71","12,144.92",2,"5,140.43","1,121,859.89","635,576.56","399,082.96","404,551.87","3,016.85","694,409.34",1,5
PKR94650,Fred Jordan,68,Male,857,9/15/1997,Donald Reynolds,Australian,Accountant III,Sean Vasquez,High,Jade,Institutional,"116,238.09","53,102.40",1,"1,413.90","752,085.34","90,992.64","81,155.60","50,586.99","34,716.74","781,662.31",2,3
PKR62018,Norma Little,50,Male,33023,4/15/2006,Raymond Alexander,European,Database Administrator III,Peter Castillo,High,Silver,Retail,"131,067.01","15,853.86",3,968.70,"127,564.75","218,455.09","136,997.26","214,604.36","14,572.39","170,368.78",0,1
PKR97714,Theresa Ward,58,Female,3091,3/18/2006,Paul Holmes,European,VP Quality Control,Victor Dean,Mid,Gold,Institutional,"86,055.55","34,408.44",1,349.50,"537,839.54","279,314.42","215,374.98","150,224.05","33,769.68","173,255.26",2,2
PKR62445,Lawrence Tucker,17,Female,9744,11/21/2002,Mark Montgomery,European,Engineer II,Fred Bryant,Low,Gold,Retail,"97,432.26","6,109.81",1,480.91,"213,847.08","203,074.46","112,086.55","18,395.38","28,841.00","819,449.32",3,1
PKR34780,Michelle Martin,53,Female,19654,6/19/1994,Frank Brown,Asian,Accounting Assistant IV,Fred Bryant,Mid,Platinum,Retail,"162,007.50","11,857.04",1,"1,583.60","350,347.68","88,823.51","132,397.31","24,284.01","6,166.27","184,135.53",2,2
PKR97314,John Davis,80,Female,38563,1/9/1998,Paul Holmes,American,Senior Financial Analyst,Jeremy Porter,High,Jade,Retail,"96,994.77","12,016.69",1,"5,789.98","1,005,650.35","670,727.85","284,949.74","188,724.40","10,233.14","1,324,654.98",2,1
